client_num,customer_age,gender,dependent_count,education_level,marital_status,state_cd,zipcode,car_owner,house_owner,personal_loan,contact,customer_job,income,cust_satisfaction_score,card_category,annual_fees,activation_30_days,customer_acq_cost,week_start_date,week_num,qtr,current_year,credit_limit,total_revolving_bal,total_trans_amt,total_trans_vol,avg_utilization_ratio,use_chip,exp_type,interest_earned,delinquent_acc
713910108,47.00,F,5.00,Uneducated,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,"14,975.00",3.00,Blue,475.00,0.00,118.00,16-04-2023,Week-16,Q2,2023,"3,946.00","2,375.00","1,646.00",43.00,0.602,Swipe,Bills,197.52,0.00
713911233,44.00,M,1.00,Uneducated,Married,NY,91750,yes,no,no,cellular,Selfemployeed,"105,124.00",3.00,Silver,345.00,0.00,91.00,16-04-2023,Week-16,Q2,2023,"18,341.00","1,060.00","7,584.00",85.00,0.058,Swipe,Food,"1,137.60",0.00
713914683,35.00,M,2.00,Post-Graduate,Single,NY,91750,no,no,no,cellular,Blue-collar,"79,597.00",2.00,Blue,175.00,0.00,102.00,16-04-2023,Week-16,Q2,2023,"1,484.00",885.00,"4,819.00",74.00,0.596,Swipe,Food,481.90,0.00
713916708,50.00,M,1.00,Graduate,Married,NJ,91750,no,no,no,cellular,White-collar,"107,595.00",2.00,Gold,370.00,1.00,112.00,16-04-2023,Week-16,Q2,2023,"34,516.00","2,435.00","7,758.00",98.00,0.071,Swipe,Fuel,543.06,0.00
713918358,34.00,M,3.00,Graduate,Married,FL,91750,no,no,no,cellular,Retirees,"84,581.00",1.00,Blue,375.00,1.00,66.00,16-04-2023,Week-16,Q2,2023,"5,190.00","1,682.00","4,900.00",81.00,0.324,Swipe,Travel,735.00,0.00
713919183,41.00,M,4.00,Graduate,Married,NY,91750,yes,yes,no,cellular,Govt,"71,809.00",2.00,Blue,250.00,1.00,63.00,16-04-2023,Week-16,Q2,2023,"13,824.00","1,582.00","4,630.00",74.00,0.114,Swipe,Grocery,324.10,0.00
713920158,64.00,F,0.00,Unknown,Married,NJ,91750,no,no,no,cellular,Selfemployeed,"14,975.00",3.00,Blue,245.00,1.00,111.00,16-04-2023,Week-16,Q2,2023,"13,733.00",0.00,"1,591.00",30.00,0,Swipe,Bills,127.28,0.00
713921058,49.00,F,4.00,Uneducated,Unknown,IL,91750,yes,no,no,unknown,Blue-collar,"12,106.00",1.00,Blue,225.00,1.00,41.00,16-04-2023,Week-16,Q2,2023,"2,897.00","1,601.00","1,337.00",25.00,0.553,Swipe,Bills,106.96,0.00
713922183,53.00,M,3.00,Graduate,Single,FL,91750,no,no,no,cellular,Selfemployeed,"63,778.00",3.00,Blue,450.00,1.00,116.00,16-04-2023,Week-16,Q2,2023,"2,507.00","1,259.00","4,461.00",73.00,0.502,Swipe,Bills,267.66,0.00
713923233,42.00,F,2.00,Unknown,Single,CA,91750,no,yes,no,cellular,Retirees,"36,942.00",1.00,Blue,300.00,0.00,60.00,16-04-2023,Week-16,Q2,2023,"2,790.00","2,185.00","3,392.00",86.00,0.783,Swipe,Fuel,814.08,0.00
713924283,39.00,M,1.00,Graduate,Married,CA,91750,yes,no,no,unknown,Blue-collar,"117,431.00",3.00,Blue,385.00,1.00,78.00,16-04-2023,Week-16,Q2,2023,"11,859.00","1,644.00","8,930.00",79.00,0.139,Chip,Travel,"1,786.00",0.00
713926308,45.00,M,2.00,Graduate,Single,TX,91750,yes,yes,no,cellular,Businessman,"64,868.00",1.00,Blue,410.00,1.00,115.00,16-04-2023,Week-16,Q2,2023,"2,624.00","1,458.00","4,487.00",61.00,0.556,Chip,Bills,"1,076.88",0.00
713927283,32.00,M,1.00,Doctorate,Single,FL,91750,no,yes,no,cellular,Govt,"79,295.00",3.00,Blue,125.00,0.00,105.00,16-04-2023,Week-16,Q2,2023,"2,884.00","2,517.00","4,809.00",87.00,0.873,Swipe,Fuel,"1,394.61",0.00
713929533,39.00,F,1.00,Uneducated,Single,TX,91750,no,yes,no,cellular,Selfemployeed,"20,925.00",3.00,Blue,125.00,0.00,82.00,16-04-2023,Week-16,Q2,2023,"1,707.00",0.00,"2,060.00",52.00,0,Swipe,Fuel,391.40,0.00
713930433,39.00,F,1.00,High School,Married,NY,91750,no,yes,no,cellular,White-collar,"18,499.00",2.00,Blue,125.00,0.00,77.00,16-04-2023,Week-16,Q2,2023,"4,316.00",0.00,"1,920.00",53.00,0,Swipe,Entertainment,518.40,0.00
713931258,52.00,F,4.00,Unknown,Married,CA,91750,yes,no,no,unknown,White-collar,"19,737.00",3.00,Blue,495.00,0.00,153.00,16-04-2023,Week-16,Q2,2023,"1,438.30",0.00,"1,988.00",42.00,0,Swipe,Entertainment,258.44,0.00
713933658,43.00,M,4.00,Graduate,Unknown,TX,91750,yes,no,no,telephone,Selfemployeed,"50,765.00",3.00,Blue,270.00,0.00,89.00,16-04-2023,Week-16,Q2,2023,"2,463.00","1,621.00","4,118.00",70.00,0.658,Chip,Fuel,823.60,0.00
713934633,41.00,M,4.00,Graduate,Single,NY,91750,no,yes,no,cellular,Businessman,"117,447.00",1.00,Blue,150.00,0.00,107.00,16-04-2023,Week-16,Q2,2023,"4,423.00","2,517.00","8,935.00",87.00,0.569,Online,Travel,"2,591.15",0.00
713935533,45.00,F,3.00,Unknown,Unknown,TX,91750,no,no,yes,cellular,Businessman,"46,348.00",3.00,Silver,275.00,0.00,98.00,16-04-2023,Week-16,Q2,2023,"19,360.00",870.00,"3,966.00",78.00,0.045,Online,Bills,674.22,0.00
713936583,63.00,M,1.00,High School,Single,CA,91750,yes,no,no,cellular,Govt,"23,199.00",1.00,Blue,100.00,1.00,78.00,16-04-2023,Week-16,Q2,2023,"6,224.00","1,892.00","2,187.00",58.00,0.304,Swipe,Fuel,262.44,0.00
713937558,58.00,F,2.00,Uneducated,Married,NJ,91750,no,no,yes,cellular,Selfemployeed,"57,638.00",1.00,Blue,410.00,1.00,81.00,16-04-2023,Week-16,Q2,2023,"3,892.00",0.00,"4,318.00",74.00,0,Chip,Entertainment,993.14,0.00
713940033,54.00,F,2.00,Unknown,Single,NY,91750,no,yes,no,cellular,Retirees,"38,201.00",3.00,Blue,420.00,1.00,158.00,16-04-2023,Week-16,Q2,2023,"2,049.00","1,460.00","3,514.00",79.00,0.713,Chip,Bills,281.12,0.00
713941158,44.00,M,1.00,Graduate,Single,CA,91750,yes,yes,no,cellular,Businessman,"62,351.00",3.00,Blue,175.00,0.00,76.00,16-04-2023,Week-16,Q2,2023,"5,222.00","2,517.00","4,433.00",81.00,0.482,Swipe,Bills,620.62,0.00
713943783,49.00,F,4.00,Post-Graduate,Single,TX,91750,yes,no,no,unknown,Selfemployeed,"9,535.00",2.00,Blue,285.00,0.00,109.00,16-04-2023,Week-16,Q2,2023,"18,001.00",906.00,"1,194.00",25.00,0.05,Swipe,Entertainment,310.44,0.00
713944833,48.00,M,2.00,Graduate,Married,FL,91750,no,yes,no,cellular,Govt,"68,736.00",3.00,Blue,250.00,1.00,79.00,16-04-2023,Week-16,Q2,2023,"24,512.00",766.00,"4,561.00",78.00,0.031,Chip,Entertainment,866.59,0.00
713945883,40.00,F,2.00,Graduate,Single,CA,91750,no,yes,no,telephone,Selfemployeed,"2,565.00",5.00,Blue,430.00,1.00,71.00,16-04-2023,Week-16,Q2,2023,"2,490.00",513.00,864.00,20.00,0.206,Swipe,Bills,60.48,0.00
713947908,53.00,M,2.00,Unknown,Single,CA,91750,yes,yes,no,cellular,Businessman,"61,917.00",2.00,Blue,290.00,0.00,84.00,16-04-2023,Week-16,Q2,2023,"1,630.00",0.00,"4,426.00",91.00,0,Chip,Bills,619.64,0.00
713948808,48.00,M,4.00,Graduate,Married,NY,91750,no,yes,no,cellular,Govt,"82,555.00",5.00,Blue,275.00,1.00,95.00,16-04-2023,Week-16,Q2,2023,"1,602.00",962.00,"4,873.00",97.00,0.6,Online,Fuel,292.38,0.00
713949858,44.00,F,3.00,High School,Single,CA,91750,no,yes,no,telephone,Selfemployeed,"14,975.00",2.00,Blue,395.00,0.00,158.00,16-04-2023,Week-16,Q2,2023,"1,438.30",886.00,"1,674.00",42.00,0.616,Swipe,Bills,435.24,0.00
713952558,49.00,F,1.00,High School,Married,TX,91750,no,no,no,cellular,Govt,"21,987.00",3.00,Blue,175.00,1.00,80.00,16-04-2023,Week-16,Q2,2023,"1,790.00","1,474.00","2,128.00",40.00,0.823,Chip,Entertainment,340.48,0.00
713953383,57.00,F,2.00,Graduate,Single,CA,91750,no,no,no,cellular,Blue-collar,"23,599.00",3.00,Blue,150.00,0.00,112.00,16-04-2023,Week-16,Q2,2023,"2,317.00",0.00,"2,214.00",41.00,0,Swipe,Bills,265.68,0.00
713956308,48.00,F,4.00,Uneducated,Married,TX,91750,no,yes,no,unknown,Retirees,"17,924.00",3.00,Blue,275.00,0.00,49.00,16-04-2023,Week-16,Q2,2023,"3,297.00","2,297.00","1,894.00",56.00,0.697,Swipe,Bills,492.44,0.00
713957283,33.00,F,3.00,Graduate,Single,FL,91750,yes,no,no,cellular,Selfemployeed,"21,840.00",2.00,Blue,500.00,0.00,76.00,16-04-2023,Week-16,Q2,2023,"3,214.00",0.00,"2,119.00",44.00,0,Swipe,Entertainment,275.47,0.00
713962233,30.00,F,1.00,Graduate,Single,NY,91750,no,yes,no,cellular,Selfemployeed,"17,589.00",3.00,Blue,100.00,1.00,104.00,16-04-2023,Week-16,Q2,2023,"3,035.00","2,298.00","1,877.00",37.00,0.757,Swipe,Bills,488.02,0.00
713964858,40.00,M,3.00,Graduate,Unknown,NY,91750,yes,no,no,cellular,Selfemployeed,"49,613.00",5.00,Blue,100.00,1.00,92.00,16-04-2023,Week-16,Q2,2023,"2,792.00",887.00,"4,074.00",81.00,0.318,Swipe,Entertainment,896.28,0.00
713965683,50.00,M,3.00,High School,Single,NJ,91750,yes,yes,no,cellular,Businessman,"237,836.00",2.00,Platinum,460.00,1.00,83.00,16-04-2023,Week-16,Q2,2023,"4,380.00",0.00,"17,258.00",121.00,0,Chip,Bills,"3,796.76",0.00
713967783,45.00,F,4.00,Graduate,Unknown,FL,91750,yes,yes,no,cellular,Selfemployeed,"14,975.00",2.00,Blue,285.00,1.00,68.00,16-04-2023,Week-16,Q2,2023,"2,683.00","1,707.00","1,582.00",33.00,0.636,Swipe,Entertainment,442.96,0.00
713971608,41.00,F,3.00,High School,Married,NY,91750,no,yes,no,cellular,Selfemployeed,"58,155.00",5.00,Blue,150.00,1.00,78.00,16-04-2023,Week-16,Q2,2023,"7,232.00","1,830.00","4,337.00",71.00,0.253,Swipe,Fuel,"1,170.99",0.00
713972658,55.00,F,1.00,Graduate,Married,TX,91750,no,no,no,cellular,Blue-collar,"14,421.00",3.00,Blue,495.00,1.00,144.00,16-04-2023,Week-16,Q2,2023,"5,335.00",996.00,"1,454.00",43.00,0.187,Swipe,Entertainment,276.26,0.00
713974533,48.00,F,4.00,Unknown,Married,TX,91750,no,yes,yes,cellular,Selfemployeed,"34,925.00",2.00,Blue,200.00,1.00,84.00,16-04-2023,Week-16,Q2,2023,"2,555.00","1,701.00","3,127.00",45.00,0.666,Swipe,Grocery,875.56,0.00
713975433,44.00,M,5.00,Graduate,Married,CA,91007,no,yes,no,unknown,Businessman,"184,467.00",2.00,Blue,410.00,1.00,80.00,16-04-2023,Week-16,Q2,2023,"8,851.00","1,753.00","14,783.00",110.00,0.198,Swipe,Grocery,"1,034.81",0.00
713976258,49.00,F,1.00,Unknown,Married,TX,91750,no,yes,no,cellular,Businessman,"34,791.00",2.00,Blue,275.00,1.00,85.00,16-04-2023,Week-16,Q2,2023,"1,792.00",989.00,"3,102.00",63.00,0.552,Swipe,Food,217.14,0.00
713977308,47.00,M,4.00,Graduate,Unknown,NY,91750,no,no,no,unknown,Businessman,"42,831.00",3.00,Blue,195.00,0.00,73.00,16-04-2023,Week-16,Q2,2023,"34,516.00","2,061.00","3,820.00",76.00,0.06,Chip,Entertainment,611.20,0.00
713980383,45.00,F,2.00,Doctorate,Married,CA,91750,no,yes,no,cellular,White-collar,"18,102.00",2.00,Blue,125.00,0.00,99.00,16-04-2023,Week-16,Q2,2023,"11,025.00",0.00,"1,902.00",28.00,0,Swipe,Entertainment,304.32,0.00
713981283,56.00,F,2.00,High School,Married,TX,91750,yes,no,yes,cellular,Selfemployeed,"55,977.00",2.00,Blue,200.00,0.00,82.00,16-04-2023,Week-16,Q2,2023,"2,814.00","2,162.00","4,271.00",88.00,0.768,Swipe,Fuel,"1,195.88",0.00
713982108,43.00,F,2.00,Graduate,Married,TX,91750,yes,yes,yes,unknown,White-collar,"17,801.00",2.00,Blue,360.00,1.00,109.00,16-04-2023,Week-16,Q2,2023,"3,418.00",0.00,"1,887.00",20.00,0,Swipe,Bills,320.79,0.00
713983308,52.00,F,5.00,Unknown,Married,TX,91750,no,yes,yes,cellular,Selfemployeed,"10,467.00",3.00,Blue,200.00,0.00,61.00,16-04-2023,Week-16,Q2,2023,"3,182.00","1,928.00","1,233.00",35.00,0.606,Swipe,Entertainment,283.59,0.00
713984208,48.00,F,4.00,Graduate,Married,TX,91750,yes,no,no,cellular,Govt,"48,080.00",3.00,Blue,400.00,0.00,156.00,16-04-2023,Week-16,Q2,2023,"5,776.00",874.00,"4,029.00",72.00,0.151,Swipe,Bills,765.51,0.00
713985183,45.00,M,3.00,Graduate,Single,NJ,91750,no,no,no,telephone,Govt,"72,082.00",2.00,Blue,195.00,0.00,98.00,16-04-2023,Week-16,Q2,2023,"2,799.00","2,412.00","4,634.00",91.00,0.862,Swipe,Entertainment,278.04,0.00
713986908,51.00,F,2.00,Graduate,Single,CA,90250,no,yes,no,cellular,Businessman,"235,100.00",5.00,Gold,200.00,1.00,77.00,16-04-2023,Week-16,Q2,2023,"10,748.00","1,084.00","16,541.00",126.00,0.101,Chip,Fuel,"1,819.51",1.00
713987808,51.00,F,4.00,Graduate,Married,VA,91750,no,yes,yes,cellular,Businessman,"192,403.00",2.00,Blue,370.00,1.00,76.00,16-04-2023,Week-16,Q2,2023,"5,702.00","2,165.00","14,970.00",120.00,0.38,Chip,Travel,"3,293.40",1.00
713989233,36.00,F,3.00,High School,Married,FL,91750,no,no,no,cellular,Selfemployeed,"14,975.00",5.00,Blue,250.00,1.00,53.00,16-04-2023,Week-16,Q2,2023,"14,434.00","1,927.00","1,731.00",32.00,0.134,Swipe,Fuel,450.06,1.00
713992158,49.00,F,3.00,High School,Married,NY,91750,yes,no,no,telephone,Blue-collar,"12,269.00",3.00,Blue,475.00,0.00,97.00,16-04-2023,Week-16,Q2,2023,"2,159.00","1,004.00","1,353.00",30.00,0.465,Swipe,Entertainment,230.01,1.00
713993208,40.00,M,3.00,High School,Married,VA,91750,yes,no,no,cellular,Retirees,"57,490.00",5.00,Blue,195.00,0.00,85.00,16-04-2023,Week-16,Q2,2023,"1,438.30",0.00,"4,314.00",82.00,0,Swipe,Bills,992.22,1.00
713994108,37.00,F,2.00,High School,Single,NY,91750,no,yes,yes,unknown,Businessman,"224,040.00",3.00,Gold,175.00,1.00,84.00,16-04-2023,Week-16,Q2,2023,"4,155.00","1,315.00","15,851.00",128.00,0.316,Chip,Travel,"3,962.75",1.00
713995233,56.00,M,3.00,High School,Single,NJ,91750,yes,no,no,cellular,Govt,"74,857.00",3.00,Blue,465.00,1.00,74.00,16-04-2023,Week-16,Q2,2023,"1,438.30",0.00,"4,707.00",88.00,0,Swipe,Bills,470.70,1.00
713996283,45.00,M,3.00,Uneducated,Single,NJ,91750,yes,no,no,telephone,Govt,"95,823.00",5.00,Blue,415.00,0.00,67.00,16-04-2023,Week-16,Q2,2023,"2,352.00","2,176.00","5,209.00",93.00,0.925,Swipe,Grocery,937.62,0.00
713997183,48.00,F,2.00,Graduate,Single,CA,91750,no,no,no,unknown,White-collar,"23,627.00",2.00,Blue,270.00,0.00,71.00,16-04-2023,Week-16,Q2,2023,"2,791.00","2,160.00","2,214.00",56.00,0.774,Swipe,Fuel,509.22,0.00
713998233,53.00,F,3.00,Graduate,Married,NY,91750,no,no,no,cellular,White-collar,"32,415.00",5.00,Blue,125.00,0.00,110.00,16-04-2023,Week-16,Q2,2023,"3,586.00","1,414.00","2,780.00",57.00,0.394,Swipe,Entertainment,639.40,0.00
714000108,45.00,F,4.00,High School,Married,NY,91750,yes,no,no,unknown,White-collar,"39,964.00",3.00,Blue,495.00,1.00,68.00,16-04-2023,Week-16,Q2,2023,"6,772.00",0.00,"3,658.00",66.00,0,Swipe,Entertainment,841.34,0.00
714001008,53.00,M,3.00,Graduate,Married,FL,91750,no,no,no,cellular,White-collar,"149,051.00",5.00,Blue,455.00,1.00,101.00,16-04-2023,Week-16,Q2,2023,"3,730.00",0.00,"13,997.00",102.00,0,Swipe,Bills,"1,119.76",0.00
714002658,49.00,F,1.00,Uneducated,Married,FL,91750,yes,yes,no,cellular,Selfemployeed,"13,504.00",3.00,Blue,345.00,1.00,116.00,16-04-2023,Week-16,Q2,2023,"27,732.00","1,623.00","1,413.00",31.00,0.059,Swipe,Entertainment,310.86,0.00
714003483,50.00,F,1.00,Unknown,Single,CA,90275,yes,yes,no,telephone,Businessman,"209,290.00",3.00,Platinum,415.00,1.00,69.00,16-04-2023,Week-16,Q2,2023,"7,539.00",0.00,"15,293.00",129.00,0,Swipe,Fuel,"3,211.53",0.00
714005508,45.00,M,2.00,Graduate,Married,CA,91750,yes,no,yes,cellular,White-collar,"57,780.00",5.00,Blue,95.00,0.00,72.00,16-04-2023,Week-16,Q2,2023,"4,146.00","2,027.00","4,323.00",64.00,0.489,Swipe,Fuel,"1,037.52",0.00
714006333,40.00,F,4.00,Graduate,Single,TX,91750,no,yes,no,cellular,Retirees,"24,974.00",5.00,Blue,475.00,0.00,127.00,16-04-2023,Week-16,Q2,2023,"2,128.00",528.00,"2,289.00",41.00,0.248,Chip,Grocery,206.01,0.00
714010383,47.00,F,4.00,Unknown,Single,NY,91750,yes,yes,no,unknown,Retirees,"17,936.00",5.00,Blue,345.00,1.00,43.00,16-04-2023,Week-16,Q2,2023,"3,502.00",0.00,"1,895.00",42.00,0,Chip,Fuel,435.85,0.00
714011358,49.00,F,1.00,Graduate,Married,TX,91750,no,no,no,unknown,Blue-collar,"33,228.00",5.00,Blue,470.00,1.00,131.00,16-04-2023,Week-16,Q2,2023,"14,821.00",0.00,"2,876.00",60.00,0,Swipe,Fuel,690.24,0.00
714012258,60.00,M,1.00,Uneducated,Married,NY,91750,yes,no,no,telephone,Govt,"50,925.00",5.00,Blue,445.00,1.00,74.00,16-04-2023,Week-16,Q2,2023,"2,429.00","1,687.00","4,122.00",74.00,0.695,Swipe,Fuel,"1,195.38",0.00
714013083,57.00,F,2.00,Graduate,Single,CA,91750,yes,no,no,cellular,Blue-collar,"13,663.00",3.00,Blue,460.00,1.00,102.00,16-04-2023,Week-16,Q2,2023,"3,067.00","1,874.00","1,420.00",32.00,0.611,Swipe,Fuel,85.20,0.00
714013983,53.00,F,2.00,Unknown,Married,FL,91750,yes,no,no,unknown,Blue-collar,"21,619.00",2.00,Blue,320.00,0.00,155.00,16-04-2023,Week-16,Q2,2023,"1,586.00",0.00,"2,109.00",41.00,0,Swipe,Fuel,274.17,0.00
714014733,40.00,F,4.00,Post-Graduate,Married,NY,91750,no,no,no,unknown,Retirees,"22,950.00",2.00,Blue,280.00,1.00,112.00,16-04-2023,Week-16,Q2,2023,"9,642.00","1,431.00","2,172.00",33.00,0.148,Swipe,Food,499.56,0.00
714019083,51.00,M,2.00,Graduate,Married,CA,91750,yes,yes,no,unknown,Govt,"114,249.00",5.00,Blue,125.00,0.00,96.00,16-04-2023,Week-16,Q2,2023,"2,019.00",803.00,"8,426.00",102.00,0.398,Swipe,Food,"1,263.90",0.00
714021183,43.00,F,2.00,Doctorate,Single,CA,91750,yes,yes,no,cellular,Blue-collar,"40,843.00",5.00,Blue,355.00,1.00,59.00,16-04-2023,Week-16,Q2,2023,"30,666.00","1,046.00","3,709.00",66.00,0.034,Chip,Fuel,"1,001.43",0.00
714022833,34.00,M,3.00,High School,Unknown,TX,91750,no,yes,no,cellular,White-collar,"100,760.00",2.00,Silver,435.00,1.00,97.00,16-04-2023,Week-16,Q2,2023,"17,909.00",0.00,"5,977.00",58.00,0,Chip,Travel,717.24,0.00
714023808,41.00,F,2.00,Unknown,Single,NJ,91750,yes,yes,yes,unknown,Selfemployeed,"14,975.00",2.00,Blue,480.00,1.00,119.00,16-04-2023,Week-16,Q2,2023,"13,770.00","2,517.00","1,582.00",36.00,0.183,Online,Bills,205.66,0.00
714024858,48.00,F,3.00,Uneducated,Single,CA,91750,no,no,no,cellular,Selfemployeed,"14,975.00",5.00,Blue,420.00,1.00,58.00,16-04-2023,Week-16,Q2,2023,"7,056.00",0.00,"1,739.00",35.00,0,Swipe,Food,121.73,0.00
714028083,49.00,F,3.00,Graduate,Single,NY,91750,yes,no,no,cellular,Govt,"50,111.00",3.00,Blue,420.00,1.00,165.00,16-04-2023,Week-16,Q2,2023,"2,222.00",0.00,"4,095.00",65.00,0,Swipe,Entertainment,532.35,0.00
714030183,39.00,F,0.00,Graduate,Married,TX,91750,no,yes,no,unknown,Selfemployeed,"35,786.00",3.00,Silver,280.00,1.00,106.00,16-04-2023,Week-16,Q2,2023,"34,516.00","1,494.00","3,259.00",65.00,0.043,Swipe,Bills,684.39,0.00
714031083,62.00,F,1.00,Graduate,Married,NJ,91750,no,yes,no,unknown,Blue-collar,"18,740.00",5.00,Blue,125.00,0.00,155.00,16-04-2023,Week-16,Q2,2023,"8,869.00",0.00,"1,935.00",40.00,0,Online,Fuel,445.05,0.00
714031983,39.00,F,4.00,Graduate,Married,CA,91750,no,yes,no,cellular,Businessman,"48,328.00",5.00,Silver,485.00,1.00,91.00,16-04-2023,Week-16,Q2,2023,"11,533.00","1,418.00","4,038.00",63.00,0.123,Swipe,Fuel,444.18,0.00
714032883,48.00,M,3.00,Unknown,Unknown,NY,91750,yes,yes,no,cellular,Selfemployeed,"70,243.00",3.00,Blue,280.00,1.00,84.00,16-04-2023,Week-16,Q2,2023,"4,718.00","1,591.00","4,598.00",80.00,0.337,Swipe,Entertainment,597.74,0.00
714034158,57.00,F,3.00,Graduate,Single,NY,91750,yes,yes,no,cellular,Blue-collar,"45,835.00",3.00,Blue,200.00,0.00,117.00,16-04-2023,Week-16,Q2,2023,"3,331.00","1,307.00","3,946.00",69.00,0.392,Swipe,Entertainment,986.50,0.00
714035283,40.00,F,2.00,Uneducated,Single,CA,91750,no,no,no,cellular,Blue-collar,"26,292.00",3.00,Blue,495.00,1.00,79.00,16-04-2023,Week-16,Q2,2023,"2,802.00","2,256.00","2,371.00",46.00,0.805,Swipe,Bills,450.49,0.00
714036258,59.00,F,1.00,Graduate,Married,CA,91750,yes,no,no,cellular,Businessman,"55,403.00",5.00,Blue,250.00,1.00,93.00,16-04-2023,Week-16,Q2,2023,"2,798.00","1,963.00","4,255.00",64.00,0.702,Chip,Grocery,297.85,0.00
714037308,62.00,M,0.00,High School,Married,NY,91750,no,no,no,cellular,Blue-collar,"78,741.00",2.00,Blue,405.00,0.00,154.00,16-04-2023,Week-16,Q2,2023,"2,210.00","1,002.00","4,798.00",86.00,0.453,Swipe,Bills,383.84,0.00
714038433,42.00,F,3.00,Graduate,Married,TX,91750,no,no,no,unknown,Govt,"33,779.00",3.00,Blue,490.00,0.00,105.00,16-04-2023,Week-16,Q2,2023,"3,252.00","1,987.00","2,953.00",72.00,0.611,Swipe,Entertainment,295.30,0.00
714041283,35.00,M,3.00,Uneducated,Married,NY,91750,no,yes,no,cellular,Blue-collar,"76,141.00",5.00,Blue,250.00,0.00,88.00,16-04-2023,Week-16,Q2,2023,"6,610.00","1,663.00","4,735.00",83.00,0.252,Swipe,Bills,804.95,0.00
714042108,35.00,M,0.00,High School,Single,CA,91750,no,no,no,cellular,Govt,"102,613.00",3.00,Blue,200.00,0.00,101.00,16-04-2023,Week-16,Q2,2023,"11,000.00","1,013.00","7,302.00",86.00,0.092,Swipe,Food,"1,752.48",0.00
714043008,53.00,M,2.00,Graduate,Married,NJ,91750,no,no,no,cellular,Blue-collar,"57,152.00",2.00,Blue,475.00,1.00,86.00,16-04-2023,Week-16,Q2,2023,"4,297.00",0.00,"4,310.00",76.00,0,Chip,Travel,689.60,0.00
714043833,53.00,F,4.00,Doctorate,Married,TX,91750,yes,no,yes,cellular,Businessman,"34,244.00",3.00,Blue,200.00,1.00,115.00,16-04-2023,Week-16,Q2,2023,"3,685.00","1,396.00","3,016.00",85.00,0.379,Swipe,Bills,392.08,0.00
714045783,50.00,F,1.00,Post-Graduate,Single,FL,91750,no,no,no,unknown,Selfemployeed,"22,707.00",5.00,Blue,150.00,1.00,132.00,16-04-2023,Week-16,Q2,2023,"2,547.00","1,965.00","2,160.00",46.00,0.771,Chip,Fuel,324.00,0.00
714046608,28.00,F,1.00,Post-Graduate,Single,TX,91750,no,no,no,cellular,Selfemployeed,"38,973.00",3.00,Blue,175.00,1.00,106.00,16-04-2023,Week-16,Q2,2023,"19,719.00","1,395.00","3,572.00",73.00,0.071,Chip,Fuel,821.56,0.00
714047733,37.00,M,1.00,Graduate,Single,NY,91750,no,no,no,cellular,Businessman,"103,767.00",5.00,Blue,345.00,1.00,95.00,16-04-2023,Week-16,Q2,2023,"4,942.00","2,119.00","7,460.00",85.00,0.429,Swipe,Food,"2,088.80",0.00
714048783,59.00,M,2.00,Graduate,Single,FL,91750,no,yes,no,cellular,White-collar,"49,565.00",5.00,Blue,480.00,0.00,114.00,16-04-2023,Week-16,Q2,2023,"8,026.00","2,202.00","4,072.00",72.00,0.274,Swipe,Entertainment,529.36,0.00
714051033,50.00,F,2.00,Graduate,Married,CA,91750,no,yes,no,cellular,Businessman,"19,390.00",2.00,Blue,270.00,0.00,148.00,16-04-2023,Week-16,Q2,2023,"3,615.00","1,699.00","1,967.00",40.00,0.47,Online,Bills,373.73,0.00
714052158,52.00,M,3.00,Uneducated,Married,FL,91750,yes,no,no,cellular,White-collar,"98,614.00",2.00,Blue,175.00,0.00,78.00,16-04-2023,Week-16,Q2,2023,"11,714.00",949.00,"5,366.00",68.00,0.081,Swipe,Grocery,965.88,0.00
714053358,46.00,F,4.00,Uneducated,Married,TX,91750,no,no,no,cellular,Blue-collar,"48,352.00",3.00,Blue,300.00,0.00,130.00,16-04-2023,Week-16,Q2,2023,"3,216.00",0.00,"4,039.00",81.00,0,Swipe,Fuel,484.68,0.00
714054408,47.00,M,3.00,Graduate,Single,NY,91750,yes,no,no,cellular,Govt,"112,687.00",3.00,Blue,400.00,1.00,100.00,16-04-2023,Week-16,Q2,2023,"12,889.00","1,822.00","8,272.00",79.00,0.141,Swipe,Bills,744.48,0.00
714058308,40.00,F,3.00,Unknown,Married,NY,91750,yes,no,no,cellular,Govt,"18,867.00",3.00,Blue,125.00,1.00,96.00,16-04-2023,Week-16,Q2,2023,"2,689.00","2,384.00","1,941.00",53.00,0.887,Chip,Fuel,291.15,0.00
714060408,39.00,F,1.00,Graduate,Single,CA,91750,no,no,no,cellular,Blue-collar,"53,775.00",3.00,Blue,475.00,0.00,118.00,16-04-2023,Week-16,Q2,2023,"3,052.00","1,603.00","4,210.00",82.00,0.525,Swipe,Fuel,547.30,0.00
714062958,59.00,F,0.00,Graduate,Single,TX,91750,no,yes,no,cellular,Businessman,"29,573.00",5.00,Blue,385.00,0.00,102.00,16-04-2023,Week-16,Q2,2023,"9,887.00",994.00,"2,552.00",64.00,0.101,Swipe,Fuel,408.32,0.00
714064908,51.00,M,3.00,High School,Single,FL,91750,no,yes,no,cellular,White-collar,"79,439.00",3.00,Blue,415.00,0.00,76.00,16-04-2023,Week-16,Q2,2023,"1,771.00","1,289.00","4,813.00",84.00,0.728,Chip,Fuel,"1,395.77",0.00
